genes,count,samples,KEGG_entry_ID,name
DLD,2,"{'19CT044120': 1, '19CT041822': 1}",hsa:1738,dihydrolipoamide dehydrogenase
XRCC4,2,"{'19CT020478': 1, '19CT031909': 1}",hsa:7518,X-ray repair cross complementing 4
HPD,2,"{'19CT036523': 1, '20A0002063': 1}",hsa:3242,4-hydroxyphenylpyruvate dioxygenase
SUPT16H,2,"{'19CT036523': 1, '19CT041295': 1}",hsa:11198,"SPT16 homolog, facilitates chromatin remodeling subunit"
SLC9A6,2,"{'18PA004616': 1, '18PA006387': 1}",hsa:10479,solute carrier family 9 member A6
MEGF11,2,"{'19CT036523': 1, '19CT041822': 1}",hsa:84465,multiple EGF like domains 11
RAB3GAP1,2,"{'19CT044120': 1, '18PA004715': 1}",hsa:22930,RAB3 GTPase activating protein catalytic subunit 1
MBD1,2,"{'20A0002973': 1, '18PA004715': 1}",hsa:4152,methyl-CpG binding domain protein 1
CBY1,2,"{'19CT031559': 1, '19CT034643': 1}",hsa:25776,"chibby family member 1, beta catenin antagonist"
ADPRS,2,"{'19CT016404': 1, '19CT014597': 1}",,
GMPPA,2,"{'18PA004934': 1, '19PA009669': 1}",hsa:29926,GDP-mannose pyrophosphorylase A
FRMD5,2,"{'18PA004616': 1, '19CT039196': 1}",hsa:84978,FERM domain containing 5
ACO2,2,"{'20A0002973': 1, '19CT030702': 1}",hsa:50,aconitase 2
SEPSECS,2,"{'18PA004934': 1, '19CT030925': 1}",hsa:51091,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
TOGARAM1,2,"{'18PA004934': 1, '19CT014597': 1}",hsa:23116,TOG array regulator of axonemal microtubules 1
CA8,2,"{'18PA004616': 1, '19PA009444': 1}",hsa:767,carbonic anhydrase 8
SLC35C1,2,"{'19CT051360': 1, '19CT046641': 1}",hsa:55343,solute carrier family 35 member C1
CD38,2,"{'19CT040732': 1, '19CT034845': 1}",hsa:952,CD38 molecule
GATA6,2,"{'19CT030702': 1, '18PA004616': 1}",hsa:2627,GATA binding protein 6
CACNA1D,2,"{'19CT040732': 1, '19CT039201': 1}",hsa:776,calcium voltage-gated channel subunit alpha1 D
RNF113A,2,"{'19CT024234': 1, '19CT031559': 1}",hsa:7737,ring finger protein 113A
SMARCA4,2,"{'19CT024234': 1, '19CT021756': 1}",hsa:6597,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
ALDH3A2,2,"{'19CT024234': 1, '18PA004940': 1}",hsa:224,aldehyde dehydrogenase 3 family member A2
PIGH,2,"{'19CT024234': 1, '19CT014597': 1}",hsa:5283,phosphatidylinositol glycan anchor biosynthesis class H
EIF2B5,2,"{'19CT040732': 1, '19PA009426': 1}",hsa:8893,eukaryotic translation initiation factor 2B subunit epsilon
ZNF713,2,"{'19CT024234': 1, '19CT021756': 1}",hsa:349075,zinc finger protein 713
EIF2B4,2,"{'19CT024234': 1, '19CT021756': 1}",hsa:8890,eukaryotic translation initiation factor 2B subunit delta
COASY,2,"{'19PA009444': 1, '19CT041822': 1}",hsa:80347,Coenzyme A synthase
SASS6,2,"{'19PA009444': 1, '18PA004715': 1}",hsa:163786,SAS-6 centriolar assembly protein
CCAR1,2,"{'19CT024299': 1, '19CT046414': 1}",,
PTRH2,2,"{'19CT024299': 1, '19CT031909': 1}",hsa:51651,peptidyl-tRNA hydrolase 2
FRK,2,"{'19PA009444': 1, '19CT024296': 1}",hsa:2444,fyn related Src family tyrosine kinase
YTHDC2,2,"{'19PA009444': 1, '19CT031559': 1}",hsa:64848,YTH domain containing 2
CAMK4,2,"{'19PA009444': 1, '20A0001282': 1}",hsa:814,calcium/calmodulin dependent protein kinase IV
HK1,2,"{'20A0004327': 1, '19CT034643': 1}",hsa:3098,hexokinase 1
SIX3,2,"{'19PA009444': 1, '20A0002063': 1}",hsa:6496,SIX homeobox 3
DOCK7,2,"{'18PA004715': 1, '19CT014597': 1}",hsa:85440,dedicator of cytokinesis 7
HGSNAT,2,"{'19CT024299': 1, '20A0000412': 1}",hsa:138050,heparan-alpha-glucosaminide N-acetyltransferase
KANSL3,2,"{'18PA004715': 1, '19CT041822': 1}",hsa:55683,KAT8 regulatory NSL complex subunit 3
AGA,2,"{'18PA004715': 1, '20A0002445': 1}",hsa:175,aspartylglucosaminidase
HCFC1,2,"{'19CT044338': 1, '19CT045844': 1}",hsa:3054,host cell factor C1
TEX10,2,"{'19CT040732': 1, '20A0000618': 1}",hsa:54881,testis expressed 10
DDHD1,2,"{'19CT044338': 1, '19CT039201': 1}",,
GRIK4,2,"{'19CT044338': 1, '20A0004025': 1}",hsa:2900,glutamate ionotropic receptor kainate type subunit 4
DEAF1,2,"{'19CT024296': 1, '19CT024299': 1}",hsa:10522,DEAF1 transcription factor
TANC2,2,"{'20A0002445': 1, '19CT031909': 1}",,
KIF11,2,"{'19CT040732': 1, '19CT036523': 1}",hsa:3832,kinesin family member 11
GABRG2,2,"{'20A0002445': 1, '20A0004401': 1}",hsa:2566,gamma-aminobutyric acid type A receptor subunit gamma2
MASP1,2,"{'20A0002445': 1, '20A0007427': 1}",hsa:5648,MBL associated serine protease 1
LARS2,2,"{'20A0002445': 1, '19CT041822': 1}",hsa:23395,"leucyl-tRNA synthetase 2, mitochondrial"
EXOC6,2,"{'19CT040732': 1, '19CT028732': 1}",hsa:54536,exocyst complex component 6
SLC7A7,2,"{'18PA004715': 1, '19CT031559': 1}",hsa:9056,solute carrier family 7 member 7
WNT1,2,"{'19CT040732': 1, '20A0007427': 1}",hsa:7471,Wnt family member 1
CACNA2D3,2,"{'19CT024299': 1, '20A0000618': 1}",hsa:55799,calcium voltage-gated channel auxiliary subunit alpha2delta 3
EFR3A,2,"{'18PA004715': 1, '20A0002445': 1}",hsa:23167,EFR3 homolog A
DDX59,2,"{'19PA009444': 1, '19CT039890': 1}",,
SLC45A1,2,"{'19PA009444': 1, '19CT016403': 1}",hsa:50651,solute carrier family 45 member 1
UNC45A,2,"{'19CT031559': 1, '19CT041822': 1}",hsa:55898,unc-45 myosin chaperone A
CAD,2,"{'19CT039196': 1, '19CT046414': 1}",hsa:790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
FAM47A,2,"{'19CT040732': 1, '19CT028732': 1}",,
NUDCD2,2,"{'19CT030925': 1, '19CT016404': 1}",,
MTR,2,"{'19CT041747': 1, '19CT014597': 1}",hsa:4548,5-methyltetrahydrofolate-homocysteine methyltransferase
MKX,2,"{'20A0007427': 1, '19CT034643': 1}",hsa:283078,mohawk homeobox
POMGNT2,2,"{'19CT039196': 1, '20A0007427': 1}",hsa:84892,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
AFF2,2,"{'19CT040732': 1, '19CT046641': 1}",hsa:2334,AF4/FMR2 family member 2
DEPDC5,2,"{'20A0007427': 1, '20A0000618': 1}",hsa:9681,"DEP domain containing 5, GATOR1 subcomplex subunit"
TOE1,2,"{'19CT039196': 1, '19PA009444': 1}",hsa:114034,"target of EGR1, exonuclease"
NPHP1,2,"{'19CT040732': 1, '19CT046414': 1}",hsa:4867,nephrocystin 1
CA6,2,"{'19CT039196': 1, '19CT031559': 1}",hsa:765,carbonic anhydrase 6
TTI2,2,"{'19CT040732': 1, '19CT035369': 1}",hsa:80185,TELO2 interacting protein 2
THG1L,2,"{'19CT013554': 1, '19PA009444': 1}",hsa:54974,tRNA-histidine guanylyltransferase 1 like
PCDHA10,2,"{'19CT013554': 1, '19CT014597': 1}",hsa:56139,protocadherin alpha 10
POLR1C,2,"{'19CT031559': 1, '20A0000618': 1}",hsa:9533,RNA polymerase I and III subunit C
EPHB2,2,"{'19CT040732': 1, '19CT016837': 1}",hsa:2048,EPH receptor B2
AP4M1,2,"{'19CT031559': 1, '20A0004030': 1}",hsa:9179,adaptor related protein complex 4 subunit mu 1
REST,2,"{'19CT039196': 1, '18PA004940': 1}",hsa:5978,RE1 silencing transcription factor
BRD1,2,"{'19CT040732': 1, '19CT024299': 1}",hsa:23774,bromodomain containing 1
GIGYF1,2,"{'19CT039196': 1, '19CT034643': 1}",hsa:64599,GRB10 interacting GYF protein 1
TMEM67,2,"{'19CT039196': 1, '19CT041747': 1}",hsa:91147,transmembrane protein 67
TNIK,2,"{'19CT051360': 1, '19CT052347': 1}",K08840,TRAF2 and NCK interacting kinase
FAM111A,2,"{'19CT041295': 1, '20A0004030': 1}",hsa:63901,FAM111 trypsin like peptidase A
SLC6A1,2,"{'20A0008697': 1, '20A0008696': 1}",hsa:6529,solute carrier family 6 member 1
GBE1,2,"{'20A0008697': 1, '20A0004025': 1}",hsa:2632,"1,4-alpha-glucan branching enzyme 1"
CTSD,2,"{'19CT020478': 1, '19CT031559': 1}",hsa:1509,cathepsin D
BBS7,2,"{'19CT041295': 1, '20A0001282': 1}",hsa:55212,Bardet-Biedl syndrome 7
ZNF804A,2,"{'19CT041295': 1, '20A0007427': 1}",,
KIF4A,2,"{'19CT039196': 1, '19PA009444': 1}",hsa:24137,kinesin family member 4A
MORC3,2,"{'19CT040732': 1, '19PA009444': 1}",hsa:23515,MORC family CW-type zinc finger 3
TRIM23,2,"{'20A0008697': 1, '20A0008696': 1}",hsa:373,tripartite motif containing 23
NDUFS4,2,"{'19CT051360': 1, '20A0001282': 1}",hsa:4724,NADH:ubiquinone oxidoreductase subunit S4
GUCY1A2,2,"{'19CT039196': 1, '19CT031559': 1}",hsa:2977,guanylate cyclase 1 soluble subunit alpha 2
COG1,2,"{'19CT039890': 1, '19CT046414': 1}",hsa:9382,component of oligomeric golgi complex 1
OR52M1,2,"{'19CT039196': 1, '20A0002063': 1}",hsa:119772,olfactory receptor family 52 subfamily M member 1
PPP1R21,2,"{'19CT040732': 1, '18PA004934': 1}",hsa:129285,protein phosphatase 1 regulatory subunit 21
FBXO33,2,"{'19CT013554': 1, '19CT034643': 1}",hsa:254170,F-box protein 33
PCCA,2,"{'19CT036423': 1, '20A0000618': 1}",hsa:5095,propionyl-CoA carboxylase subunit alpha
MMP21,2,"{'19CT044120': 1, '19CT039895': 1}",hsa:118856,matrix metallopeptidase 21
PCDHA2,2,"{'19CT046369': 1, '20A0008882': 1}",hsa:56146,protocadherin alpha 2
RTN4IP1,2,"{'20A0008882': 1, '19CT028732': 1}",hsa:84816,reticulon 4 interacting protein 1
DRD2,2,"{'19CT028732': 1, '19CT046414': 1}",hsa:1813,dopamine receptor D2
ITGB3,2,"{'20A0002478': 1, '19CT016404': 1}",hsa:3690,integrin subunit beta 3
KIF5A,2,"{'20A0008882': 1, '18PA004940': 1}",hsa:3798,kinesin family member 5A
DARS1,2,"{'19CT046369': 1, '20A0004325': 1}",hsa:1615,aspartyl-tRNA synthetase 1
SLC24A2,2,"{'19CT028732': 1, '20A0000618': 1}",hsa:25769,solute carrier family 24 member 2
FLVCR2,2,"{'20A0008882': 1, '19CT052347': 1}",hsa:55640,FLVCR heme transporter 2
JARID2,2,"{'19CT028732': 1, '19CT035369': 1}",hsa:3720,jumonji and AT-rich interaction domain containing 2
PDSS1,2,"{'19CT046369': 1, '19CT031559': 1}",hsa:23590,decaprenyl diphosphate synthase subunit 1
ST3GAL5,2,"{'19CT046641': 1, '19CT044338': 1}",hsa:8869,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
PET100,2,"{'20A0008882': 1, '19CT036423': 1}",hsa:100131801,PET100 cytochrome c oxidase chaperone
DAAM1,2,"{'20A0002478': 1, '20A0004392': 1}",hsa:23002,dishevelled associated activator of morphogenesis 1
ORC1,2,"{'19CT028732': 1, '20A0002063': 1}",hsa:4998,origin recognition complex subunit 1
ST3GAL3,2,"{'19CT028732': 1, '19CT039196': 1}",hsa:6487,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
UBE3B,2,"{'19CT046369': 1, '20A0004025': 1}",hsa:89910,ubiquitin protein ligase E3B
MAF,2,"{'19CT046369': 1, '19CT041747': 1}",hsa:4094,MAF bZIP transcription factor
LARP4B,2,"{'19CT046641': 1, '19CT024233': 1}",hsa:23185,La ribonucleoprotein 4B
CA5A,2,"{'19CT046369': 1, '19CT016837': 1}",hsa:763,carbonic anhydrase 5A
HLA-DRB1,2,"{'20A0008882': 1, '20A0008697': 1}",hsa:3123,"major histocompatibility complex, class II, DR beta 1"
NSDHL,2,"{'19CT048087': 1, '19CT041747': 1}",hsa:50814,NAD(P) dependent steroid dehydrogenase-like
KCNQ2,2,"{'20A0002478': 1, '19CT024854': 1}",hsa:3785,potassium voltage-gated channel subfamily Q member 2
PNPLA6,2,"{'19CT048087': 1, '19CT036423': 1}",hsa:10908,patatin like phospholipase domain containing 6
GRIK2,2,"{'19CT044751': 1, '18PA006387': 1}",hsa:2898,glutamate ionotropic receptor kainate type subunit 2
TRAPPC11,2,"{'19CT048087': 1, '19CT041822': 1}",hsa:60684,trafficking protein particle complex subunit 11
SEMA5A,2,"{'19CT044751': 1, '19CT024854': 1}",hsa:9037,semaphorin 5A
PPP5C,2,"{'19CT024233': 1, '19CT021756': 1}",hsa:5536,protein phosphatase 5 catalytic subunit
ETHE1,2,"{'19CT024233': 1, '19CT021756': 1}",hsa:23474,ETHE1 persulfide dioxygenase
P2RX5,2,"{'19CT024233': 1, '19CT021756': 1}",hsa:5026,purinergic receptor P2X 5
ORC6,2,"{'20A0004325': 1, '19CT028732': 1}",hsa:23594,origin recognition complex subunit 6
POR,2,"{'19CT048087': 1, '19CT036523': 1}",hsa:5447,cytochrome p450 oxidoreductase
DCPS,2,"{'19CT024233': 1, '18PA004934': 1}",hsa:28960,"decapping enzyme, scavenger"
NKX6-2,2,"{'19CT024233': 1, '19CT021756': 1}",hsa:84504,NK6 homeobox 2
DHCR7,2,"{'19CT048087': 1, '20A0008882': 1}",hsa:1717,7-dehydrocholesterol reductase
MAP3K5,2,"{'19CT024233': 1, '19CT013554': 1}",hsa:4217,mitogen-activated protein kinase kinase kinase 5
SPART,2,"{'19CT048087': 1, '19PA009450': 1}",hsa:23111,spartin
TCN2,2,"{'20A0002478': 1, '19CT016403': 1}",hsa:6948,transcobalamin 2
ZMYND8,2,"{'20A0004325': 1, '20A0004217': 1}",hsa:23613,zinc finger MYND-type containing 8
BCAS1,2,"{'20A0004325': 1, '19CT031909': 1}",,
RTN2,2,"{'19CT028732': 1, '18PA008847': 1}",hsa:6253,reticulon 2
UIMC1,2,"{'19CT046641': 1, '18PA004940': 1}",hsa:51720,ubiquitin interaction motif containing 1
STYK1,2,"{'20A0002478': 1, '20A0007427': 1}",hsa:55359,serine/threonine/tyrosine kinase 1
DYM,2,"{'19PA009666': 1, '19PA009669': 1}",,
FH,2,"{'20A0002478': 1, '19CT020478': 1}",hsa:2271,fumarate hydratase
KIRREL3,2,"{'19CT016837': 1, '20A0004401': 1}",,
ADD3,2,"{'19CT016837': 1, '18PA004715': 1}",hsa:120,adducin 3
MINPP1,2,"{'19CT016837': 1, '19CT041822': 1}",hsa:9562,multiple inositol-polyphosphate phosphatase 1
RNASEH2C,2,"{'19CT040719': 1, '20A0000620': 1}",hsa:84153,ribonuclease H2 subunit C
HEXB,2,"{'20A0002478': 1, '20A0000618': 1}",hsa:3074,hexosaminidase subunit beta
AP3B1,2,"{'19CT016837': 1, '19CT036523': 1}",hsa:8546,adaptor related protein complex 3 subunit beta 1
SH3RF3,2,"{'20A0002478': 1, '18PA004940': 1}",hsa:344558,SH3 domain containing ring finger 3
BIRC6,2,"{'19CT016837': 1, '20A0004030': 1}",hsa:57448,baculoviral IAP repeat containing 6
TBX2,2,"{'19CT040719': 1, '20A0002063': 1}",hsa:6909,T-box transcription factor 2
MSTO1,2,"{'19CT046641': 1, '19CT052347': 1}",,
ZNF407,2,"{'19CT040719': 1, '19CT046641': 1}",,
MBTPS2,2,"{'19CT036423': 1, '20A0000412': 1}",hsa:51360,"membrane bound transcription factor peptidase, site 2"
FRMPD4,2,"{'19CT036423': 1, '19CT016837': 1}",hsa:9758,FERM and PDZ domain containing 4
ALG9,2,"{'19CT036423': 1, '19CT028732': 1}",hsa:79796,"ALG9 alpha-1,2-mannosyltransferase"
SLC12A5,2,"{'19CT040719': 1, '20A0007427': 1}",hsa:57468,solute carrier family 12 member 5
CTC1,2,"{'19CT036423': 1, '18PA004715': 1}",hsa:80169,CST telomere replication complex component 1
TAOK2,2,"{'19CT036423': 1, '19PA009214': 1}",hsa:9344,TAO kinase 2
ATP1A2,2,"{'20A0002478': 1, '19CT020478': 1}",hsa:477,ATPase Na+/K+ transporting subunit alpha 2
NPC2,2,"{'19CT016837': 1, '20A0004030': 1}",hsa:10577,NPC intracellular cholesterol transporter 2
GPAA1,2,"{'19CT040719': 1, '19CT034641': 1}",hsa:8733,glycosylphosphatidylinositol anchor attachment 1
ASAP2,2,"{'19CT024854': 1, '19CT031559': 1}",hsa:8853,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
BST1,2,"{'19CT036423': 1, '19PA009214': 1}",hsa:683,bone marrow stromal cell antigen 1
DHCR24,2,"{'19CT046641': 1, '19CT031559': 1}",hsa:1718,24-dehydrocholesterol reductase
DIP2A,2,"{'20A0008882': 1, '19CT041822': 1}",hsa:23181,disco interacting protein 2 homolog A
ARX,2,"{'19CT046369': 1, '19CT024234': 1}",hsa:170302,aristaless related homeobox
CECR2,2,"{'19CT044566': 1, '19CT036523': 1}",,
RSPRY1,2,"{'19CT044566': 1, '20A0000620': 1}",hsa:89970,ring finger and SPRY domain containing 1
NGLY1,2,"{'19PA009426': 1, '19CT014597': 1}",hsa:55768,N-glycanase 1
NUP107,2,"{'19CT044566': 1, '19PA009444': 1}",hsa:57122,nucleoporin 107
MMADHC,2,"{'19CT040719': 1, '20A0000618': 1}",hsa:27249,metabolism of cobalamin associated D
EXOC5,2,"{'19PA009426': 1, '19CT013554': 1}",hsa:10640,exocyst complex component 5
CTTNBP2,2,"{'20A0002478': 1, '19CT014597': 1}",,
ST8SIA2,2,"{'19CT024854': 1, '20A0000412': 1}",hsa:8128,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
RORA,2,"{'19CT024854': 1, '18PA004715': 1}",hsa:6095,RAR related orphan receptor A
AZGP1,2,"{'20A0002478': 1, '19CT041747': 1}",,
METTL5,2,"{'19CT036423': 1, '20A0001282': 1}",hsa:29081,"methyltransferase 5, N6-adenosine"
SMO,2,"{'19CT040719': 1, '19CT024296': 1}",hsa:6608,"smoothened, frizzled class receptor"
AGPAT2,2,"{'19CT024854': 1, '20A0002445': 1}",hsa:10555,1-acylglycerol-3-phosphate O-acyltransferase 2
ASAH1,2,"{'19CT040719': 1, '20A0004327': 1}",hsa:427,N-acylsphingosine amidohydrolase 1
SOBP,2,"{'19CT044751': 1, '19PA009426': 1}",,
ADAR,2,"{'20A0008698': 1, '20A0008696': 1}",hsa:103,adenosine deaminase RNA specific
PIK3CG,2,"{'19CT044751': 1, '19CT013554': 1}",hsa:5294,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
NRXN2,2,"{'19CT040892': 1, '19CT035369': 1}",hsa:9379,neurexin 2
SCP2,2,"{'20A0002973': 1, '19CT039895': 1}",hsa:6342,sterol carrier protein 2
INTS6,2,"{'19CT036423': 1, '18PA006387': 1}",hsa:26512,integrator complex subunit 6
PLK5,2,"{'19CT044120': 1, '19CT044501': 1}",hsa:126520,polo like kinase 5 (inactive)
ATAD5,2,"{'19CT040892': 1, '19CT039895': 1}",,
CMPK2,2,"{'DS187051': 1, '19PA009214': 1}",hsa:129607,cytidine/uridine monophosphate kinase 2
MGAT2,2,"{'19CT040892': 1, '19CT041822': 1}",hsa:4247,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
LRFN5,2,"{'19CT040892': 1, '19CT016404': 1}",hsa:145581,leucine rich repeat and fibronectin type III domain containing 5
XPC,2,"{'DS187051': 1, '19CT034845': 1}",hsa:7508,"XPC complex subunit, DNA damage recognition and repair factor"
PDE4D,2,"{'19CT040892': 1, '20A0000412': 1}",hsa:5144,phosphodiesterase 4D
CHRNB3,2,"{'20A0008698': 1, '20A0008696': 1}",hsa:1142,cholinergic receptor nicotinic beta 3 subunit
NTRK3,2,"{'19PA009450': 1, '19CT046414': 1}",hsa:4916,neurotrophic receptor tyrosine kinase 3
NKAP,2,"{'18PA008847': 1, '19CT046414': 1}",,
MED12,2,"{'18PA008847': 1, '19CT052347': 1}",hsa:9968,mediator complex subunit 12
SEMA6B,2,"{'18PA008847': 1, '18PA004940': 1}",hsa:10501,semaphorin 6B
MCCC2,2,"{'DS187051': 1, '20A0004327': 1}",hsa:64087,methylcrotonyl-CoA carboxylase subunit 2
DHFR,2,"{'DS187051': 1, '18PA004715': 1}",hsa:1719,dihydrofolate reductase
PHF2,2,"{'18PA008847': 1, '19CT041747': 1}",hsa:5253,PHD finger protein 2
FUCA1,2,"{'19CT034631': 1, '19CT041822': 1}",hsa:2517,alpha-L-fucosidase 1
ALG12,2,"{'19CT040892': 1, '19CT046414': 1}",hsa:79087,"ALG12 alpha-1,6-mannosyltransferase"
OR1C1,2,"{'20A0004392': 1, '19CT013554': 1}",hsa:26188,olfactory receptor family 1 subfamily C member 1
SLC6A19,2,"{'20A0004392': 1, '19CT041822': 1}",hsa:340024,solute carrier family 6 member 19
NPC1,2,"{'19CT044120': 1, '20A0004401': 1}",hsa:4864,NPC intracellular cholesterol transporter 1
PEBP4,2,"{'19PA009666': 1, '19PA009669': 1}",,
FKTN,2,"{'20A0002973': 1, '20A0004401': 1}",hsa:2218,fukutin
PRMT5,2,"{'19CT044120': 1, '20A0000412': 1}",hsa:10419,protein arginine methyltransferase 5
KCNS3,2,"{'19PA009666': 1, '20A0004025': 1}",hsa:3790,potassium voltage-gated channel modifier subfamily S member 3
H3-3A,2,"{'19PA009666': 1, '19CT035369': 1}",hsa:3020,H3.3 histone A
NUS1,2,"{'20A0002973': 1, '19CT030702': 1}",hsa:116150,NUS1 dehydrodolichyl diphosphate synthase subunit
AGAP2,2,"{'19CT020478': 1, '19CT034845': 1}",hsa:116986,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
DPH1,2,"{'20A0004392': 1, '18PA006387': 1}",hsa:1801,diphthamide biosynthesis 1
STXBP5L,2,"{'20A0002973': 1, '19CT044338': 1}",hsa:9515,syntaxin binding protein 5L
GNPTG,2,"{'20A0004392': 1, '18PA004715': 1}",hsa:84572,N-acetylglucosamine-1-phosphate transferase subunit gamma
DYNC1H1,2,"{'19CT020478': 1, '20A0004025': 1}",hsa:1778,dynein cytoplasmic 1 heavy chain 1
DPP3,2,"{'20A0004392': 1, '19CT044338': 1}",hsa:10072,dipeptidyl peptidase 3
PDHX,2,"{'20A0004392': 1, '19CT016403': 1}",hsa:8050,pyruvate dehydrogenase complex component X
TH,2,"{'20A0004392': 1, '19CT034845': 1}",hsa:7054,tyrosine hydroxylase
TUBGCP2,2,"{'20A0004392': 1, '19CT034845': 1}",hsa:10844,tubulin gamma complex associated protein 2
DLG4,2,"{'19CT020478': 1, '19CT041295': 1}",hsa:1742,discs large MAGUK scaffold protein 4
MAN1B1,2,"{'20A0004392': 1, '19CT031559': 1}",hsa:11253,mannosidase alpha class 1B member 1
PIGG,2,"{'18PA008847': 1, '20A0004030': 1}",hsa:54872,phosphatidylinositol glycan anchor biosynthesis class G
EXT1,2,"{'19PA009450': 1, '20A0004401': 1}",hsa:2131,exostosin glycosyltransferase 1
ETFB,2,"{'19CT034641': 1, '19CT039196': 1}",,
CCDC82,2,"{'DS184317': 1, '20A0004327': 1}",,
GABBR2,2,"{'DS184317': 1, '18PA004934': 1}",hsa:9568,gamma-aminobutyric acid type B receptor subunit 2
DIAPH1,2,"{'19CT034631': 1, '18PA006387': 1}",hsa:1729,diaphanous related formin 1
MED12L,2,"{'DS184317': 1, '19CT031909': 1}",hsa:116931,mediator complex subunit 12L
ZBTB24,2,"{'19CT034631': 1, '19PA009444': 1}",hsa:9841,zinc finger and BTB domain containing 24
BCOR,2,"{'DS187051': 1, '19CT046641': 1}",hsa:54880,BCL6 corepressor
TBC1D2B,2,"{'20A0004217': 1, '20A0004327': 1}",hsa:23102,TBC1 domain family member 2B
NLGN3,2,"{'DS187051': 1, 'DS184317': 1}",hsa:54413,neuroligin 3
FGFR1,2,"{'19CT034631': 1, '20A0000620': 1}",hsa:2260,fibroblast growth factor receptor 1
ABHD5,2,"{'19PA009450': 1, '20A0008697': 1}",hsa:51099,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
CRBN,2,"{'20A0004325': 1, '20A0004217': 1}",hsa:51185,cereblon
UMPS,2,"{'20A0004325': 1, '20A0004217': 1}",hsa:7372,uridine monophosphate synthetase
PHF12,2,"{'19CT034631': 1, '19PA009444': 1}",,PHD finger protein 12
NAGLU,2,"{'19CT034631': 1, '19PA009450': 1}",hsa:4669,N-acetyl-alpha-glucosaminidase
CDC45,2,"{'19CT034631': 1, 'DS184317': 1}",hsa:8318,cell division cycle 45
PIGN,2,"{'20A0008698': 1, '19CT034845': 1}",hsa:23556,phosphatidylinositol glycan anchor biosynthesis class N
MLANA,2,"{'19CT044751': 1, '19CT045844': 1}",hsa:2315,melan-A
ECHS1,2,"{'20A0004325': 1, '20A0004217': 1}",hsa:1892,"enoyl-CoA hydratase, short chain 1"
NDUFV1,2,"{'DS184317': 1, '19CT035369': 1}",hsa:4723,NADH:ubiquinone oxidoreductase core subunit V1
DIPK2A,2,"{'19PA009450': 1, '19CT039196': 1}",,
INPP5K,2,"{'19CT034641': 1, '19CT031909': 1}",hsa:51763,inositol polyphosphate-5-phosphatase K
C12orf65,2,"{'DS184317': 1, '18PA004715': 1}",,
PMM2,2,"{'19CT034641': 1, '18PA008847': 1}",hsa:5373,phosphomannomutase 2
FOXP2,2,"{'19PA009450': 1, '19PA009666': 1}",hsa:93986,forkhead box P2
SLC1A4,2,"{'19CT034631': 1, '19PA009444': 1}",hsa:6509,solute carrier family 1 member 4
SEMA4C,2,"{'19CT034631': 1, '20A0007427': 1}",hsa:54910,semaphorin 4C
CYP27A1,2,"{'19CT034631': 1, '19CT030002': 1}",hsa:1593,cytochrome P450 family 27 subfamily A member 1
CCDC174,2,"{'19CT034631': 1, '19CT040732': 1}",hsa:51244,coiled-coil domain containing 174
FANCD2,2,"{'19CT034641': 1, '19CT039196': 1}",hsa:2177,FA complementation group D2
CADPS,2,"{'19CT034631': 1, '20A0004401': 1}",hsa:8618,calcium dependent secretion activator
MAPK3,2,"{'20A0000620': 1, '19CT031559': 1}",hsa:5595,mitogen-activated protein kinase 3
EFL1,2,"{'20A0000620': 1, '19CT052347': 1}",hsa:79631,elongation factor like GTPase 1
KMT5B,2,"{'20A0000620': 1, '19CT041295': 1}",hsa:51111,lysine methyltransferase 5B
ANO3,2,"{'20A0000620': 1, '18PA004715': 1}",hsa:63982,anoctamin 3
SETD5,2,"{'20A0000620': 1, '19PA009669': 1}",hsa:55209,SET domain containing 5
OR2M4,2,"{'20A0000620': 1, '19CT039196': 1}",hsa:26245,olfactory receptor family 2 subfamily M member 4
SORCS3,2,"{'DS187051': 1, '20A0008697': 1}",,
MAP1B,2,"{'19CT034631': 1, '19CT046414': 1}",hsa:4131,microtubule associated protein 1B
SIN3B,2,"{'DS184317': 1, '19CT031909': 1}",hsa:23309,SIN3 transcription regulator family member B
PIGY,2,"{'19CT016403': 1, '20A0004030': 1}",hsa:84992,phosphatidylinositol glycan anchor biosynthesis class Y
